fixture_id,id_league,referee,date,venue.name,home.name,home.id,away.name,away.id,home.winner,home,away,halftime.home,halftime.away
837992,71,Anderson Daronco,2022-04-09T19:30:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Santos,128,,0,0,0,0
837998,71,Braulio da Silva Machado,2022-04-09T22:00:00+00:00,Estádio Antônio Accioly,Atletico Goianiense,144,Flamengo,127,,1,1,0,0
837994,71,Caio Max Augusto Vieira,2022-04-10T00:00:00+00:00,Allianz Parque,Palmeiras,121,Ceara,129,False,2,3,1,2
838000,71,Raphael Claus,2022-04-10T14:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Goias,151,True,3,0,1,0
837995,71,Wilton Pereira Sampaio,2022-04-10T19:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Corinthians,131,False,1,3,0,3
837991,71,Bruno Arleu de Araujo,2022-04-10T19:00:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Internacional,119,True,2,0,1,0
837997,71,Felipe Fernandes de Lima,2022-04-10T21:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Cuiaba,1193,False,0,1,0,1
837993,71,Wagner do Nascimento Magalhaes,2022-04-10T22:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,Atletico Paranaense,134,True,4,0,1,0
837999,71,Luiz Flavio De Oliveira,2022-04-10T22:00:00+00:00,Estádio Aderbal Ramos da Silva,Avai,145,America Mineiro,125,True,1,0,0,0
837996,71,Rodolpho Toski Marques,2022-04-11T23:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,RB Bragantino,794,,2,2,1,1
838008,71,Braulio da Silva Machado,2022-04-16T19:30:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Palmeiras,121,,1,1,0,0
838001,71,Ramon Abatti,2022-04-16T22:00:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Juventude,152,True,4,1,2,0
838004,71,Bruno Arleu de Araujo,2022-04-16T22:00:00+00:00,Neo Química Arena,Corinthians,131,Avai,145,True,3,0,2,0
838009,71,Savio Pereira,2022-04-17T00:00:00+00:00,Arena Pantanal,Cuiaba,1193,Fluminense,124,False,0,1,0,0
838005,71,Wagner do Nascimento Magalhaes,2022-04-17T14:00:00+00:00,Estádio Urbano Caldeira,Santos,128,Coritiba,147,True,2,1,2,1
838002,71,Anderson Daronco,2022-04-17T19:00:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Sao Paulo,126,True,3,1,1,1
838006,71,Flavio Rodrigues De Souza,2022-04-17T21:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Fortaleza EC,154,True,2,1,1,1
838010,71,Wilton Pereira Sampaio,2022-04-17T21:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Atletico-MG,1062,False,0,1,0,0
838003,71,Paulo Roberto Alves Júnior,2022-04-17T21:00:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Atletico Goianiense,144,True,4,0,3,0
838007,71,Raphael Claus,2022-04-17T22:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Ceara,129,Botafogo,120,False,1,3,1,1
838022,71,Wilton Pereira Sampaio,2022-04-20T22:30:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Palmeiras,121,,0,0,0,0
838020,71,Raphael Claus,2022-04-23T19:30:00+00:00,Arena da Baixada,Atletico Paranaense,134,Flamengo,127,True,1,0,1,0
838013,71,Bruno Arleu de Araujo,2022-04-23T19:30:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Sao Paulo,126,,1,1,1,0
838014,71,Anderson Daronco,2022-04-23T22:00:00+00:00,Arena Barueri,Palmeiras,121,Corinthians,131,True,3,0,2,0
838012,71,Braulio da Silva Machado,2022-04-23T22:00:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Internacional,119,False,0,1,0,0
838011,71,Sávio Pereira,2022-04-24T00:00:00+00:00,Estádio Raimundo Sampaio,Atletico-MG,1062,Coritiba,147,,2,2,2,0
838015,71,Wilton Pereira Sampaio,2022-04-24T19:00:00+00:00,Estádio Urbano Caldeira,Santos,128,America Mineiro,125,True,3,0,1,0
838016,71,Paulo Roberto Alves Júnior,2022-04-24T21:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Cuiaba,1193,False,0,1,0,0
838018,71,Luiz Flavio De Oliveira,2022-04-24T21:30:00+00:00,Estádio Antônio Accioly,Atletico Goianiense,144,Botafogo,120,,1,1,0,0
838019,71,Antonio Dib Moraes de Sousa,2022-04-25T23:00:00+00:00,Estádio Aderbal Ramos da Silva,Avai,145,Goias,151,True,3,2,1,0
838021,71,Jefferson Ferreira de Moraes,2022-04-30T19:30:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Atletico Paranaense,134,True,1,0,0,0
838027,71,Ramon Abatti,2022-04-30T19:30:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Ceara,129,RB Bragantino,794,False,0,1,0,1
838028,71,Bruno Arleu de Araujo,2022-04-30T21:30:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Atletico-MG,1062,,2,2,0,1
838029,71,Douglas Marques das Flores,2022-04-30T22:00:00+00:00,Arena Pantanal,Cuiaba,1193,Atletico Goianiense,144,,1,1,0,1
838025,71,Braulio da Silva Machado,2022-05-01T14:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Juventude,152,,1,1,0,0
838024,71,Sávio Pereira,2022-05-01T19:00:00+00:00,Neo Química Arena,Corinthians,131,Fortaleza EC,154,True,1,0,0,0
838030,71,Raphael Claus,2022-05-01T19:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Fluminense,124,True,3,2,0,2
838026,71,Wilton Pereira Sampaio,2022-05-01T22:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Avai,145,,0,0,0,0
838023,71,Leandro Vuaden,2022-05-02T23:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,Santos,128,True,2,1,1,1
838031,71,Wilton Pereira Sampaio,2022-05-07T19:30:00+00:00,Estádio Raimundo Sampaio,Atletico-MG,1062,America Mineiro,125,False,1,2,0,1
838040,71,Leandro Vuaden,2022-05-07T23:30:00+00:00,Arena da Baixada,Atletico Paranaense,134,Ceara,129,True,1,0,0,0
838032,71,Anderson Daronco,2022-05-08T14:00:00+00:00,Estádio Nacional de Brasília,Flamengo,127,Botafogo,120,False,0,1,0,0
838034,71,Sávio Pereira,2022-05-08T19:00:00+00:00,Allianz Parque,Palmeiras,121,Fluminense,124,,1,1,0,0
838038,71,Wagner do Nascimento Magalhaes,2022-05-08T19:00:00+00:00,Estádio Antônio Accioly,Atletico Goianiense,144,Goias,151,False,0,1,0,1
838035,71,Braulio da Silva Machado,2022-05-08T21:00:00+00:00,Estádio Urbano Caldeira,Santos,128,Cuiaba,1193,True,4,1,2,1
838033,71,Raphael Claus,2022-05-08T21:00:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Corinthians,131,False,0,1,0,0
838036,71,Bruno Arleu de Araujo,2022-05-08T22:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Internacional,119,,1,1,0,0
838037,71,Ramon Abatti,2022-05-08T22:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Sao Paulo,126,,1,1,0,0
838039,71,Jefferson Ferreira de Moraes,2022-05-09T23:00:00+00:00,Estádio Aderbal Ramos da Silva,Avai,145,Coritiba,147,True,2,1,0,0
838053,71,Braulio da Silva Machado,2022-05-11T23:30:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Atletico-MG,1062,,1,1,1,0
838044,71,Flavio Rodrigues De Souza,2022-05-14T19:30:00+00:00,Allianz Parque,Palmeiras,121,RB Bragantino,794,True,2,0,1,0
838047,71,Luiz Flavio De Oliveira,2022-05-14T19:30:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Ceara,129,Flamengo,127,,2,2,1,2
838046,71,Braulio da Silva Machado,2022-05-14T22:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Corinthians,131,,2,2,2,1
838041,71,Anderson Daronco,2022-05-14T22:00:00+00:00,Estádio Raimundo Sampaio,Atletico-MG,1062,Atletico Goianiense,144,True,2,0,1,0
838042,71,Ramon Abatti,2022-05-15T00:00:00+00:00,Estádio Municipal General Raulino de Oliveira,Fluminense,124,Atletico Paranaense,134,True,2,1,1,0
838043,71,Alexandre Vargas Tavares de Jesus,2022-05-15T19:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,Cuiaba,1193,True,2,1,0,1
838050,71,Bruno Arleu de Araujo,2022-05-15T20:30:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,America Mineiro,125,True,1,0,1,0
838045,71,Jefferson Ferreira de Moraes,2022-05-15T21:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Fortaleza EC,154,True,3,1,1,1
838049,71,Douglas Marques das Flores,2022-05-15T21:00:00+00:00,Estádio Aderbal Ramos da Silva,Avai,145,Juventude,152,False,1,2,1,1
838048,71,Marcelo de Lima Henrique,2022-05-15T22:00:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Santos,128,True,1,0,1,0
838052,71,Braulio da Silva Machado,2022-05-21T19:30:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Goias,151,True,1,0,1,0
838058,71,Luiz Flavio De Oliveira,2022-05-21T19:30:00+00:00,Estádio Antônio Accioly,Atletico Goianiense,144,Coritiba,147,True,2,0,1,0
838055,71,Sávio Pereira,2022-05-21T21:30:00+00:00,Arena Barueri,Santos,128,Ceara,129,,0,0,0,0
838056,71,Marcelo de Lima Henrique,2022-05-21T22:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Palmeiras,121,False,0,3,0,2
838051,71,Raphael Claus,2022-05-22T00:00:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Botafogo,120,,1,1,1,0
838059,71,Ramon Abatti,2022-05-22T00:00:00+00:00,Arena Pantanal,Cuiaba,1193,Internacional,119,,1,1,0,0
838054,71,Wilton Pereira Sampaio,2022-05-22T19:00:00+00:00,Neo Química Arena,Corinthians,131,Sao Paulo,126,,1,1,0,1
838057,71,Anderson Daronco,2022-05-22T19:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Fluminense,124,False,0,1,0,1
838060,71,Flavio Rodrigues De Souza,2022-05-22T22:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Avai,145,True,2,1,2,0
838068,71,Ramon Abatti,2022-05-28T19:30:00+00:00,Estádio de Hailé Pinheiro,Goias,151,RB Bragantino,794,,1,1,0,1
838063,71,Bruno Arleu de Araujo,2022-05-28T22:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,Ceara,129,,2,2,2,1
838067,71,André Castro,2022-05-28T23:30:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Juventude,152,,1,1,0,0
838065,71,Luiz Flavio De Oliveira,2022-05-29T19:00:00+00:00,Estádio Urbano Caldeira,Santos,128,Palmeiras,121,False,0,1,0,0
838070,71,Braulio da Silva Machado,2022-05-29T19:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Botafogo,120,True,1,0,1,0
838062,71,Raphael Claus,2022-05-29T21:00:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Flamengo,127,False,1,2,1,1
838064,71,Anderson Daronco,2022-05-29T21:00:00+00:00,Neo Química Arena,Corinthians,131,America Mineiro,125,,1,1,0,0
838069,71,Wagner do Nascimento Magalhaes,2022-05-29T21:00:00+00:00,Arena Pantanal,Cuiaba,1193,Atletico Paranaense,134,False,0,1,0,0
838061,71,Jefferson Ferreira de Moraes,2022-05-29T22:00:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Avai,145,True,2,1,0,1
838066,71,Marcelo de Lima Henrique,2022-05-30T23:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Atletico Goianiense,144,,1,1,1,0
838017,71,Braulio da Silva Machado,2022-06-01T23:30:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Ceara,129,False,0,1,0,1
838071,71,Raphael Claus,2022-06-04T19:30:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Cuiaba,1193,True,2,1,1,1
838077,71,Flavio Rodrigues De Souza,2022-06-04T22:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Ceara,129,Coritiba,147,,1,1,1,0
838080,71,Braulio da Silva Machado,2022-06-04T22:00:00+00:00,Arena da Baixada,Atletico Paranaense,134,Santos,128,,2,2,1,1
838079,71,Anderson Daronco,2022-06-04T22:00:00+00:00,Estádio Aderbal Ramos da Silva,Avai,145,Sao Paulo,126,,1,1,0,1
838078,71,Bruno Arleu de Araujo,2022-06-04T23:30:00+00:00,Estádio do Governo do Estado de Goiás,Atletico Goianiense,144,Corinthians,131,False,0,1,0,1
838076,71,Jefferson Ferreira de Moraes,2022-06-05T14:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Fluminense,124,True,1,0,1,0
838074,71,Wilton Pereira Sampaio,2022-06-05T19:00:00+00:00,Allianz Parque,Palmeiras,121,Atletico-MG,1062,,0,0,0,0
838072,71,Leandro Vuaden,2022-06-05T19:00:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Fortaleza EC,154,False,1,2,1,1
838073,71,Wagner do Nascimento Magalhaes,2022-06-05T22:00:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Internacional,119,False,0,2,0,0
838075,71,Paulo Henrique Schleinch Vollkopf,2022-06-06T23:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Goias,151,False,1,2,1,0
838089,71,Marcelo de Lima Henrique,2022-06-08T00:30:00+00:00,Arena Pantanal,Cuiaba,1193,Corinthians,131,True,1,0,1,0
838081,71,Douglas Marques das Flores,2022-06-08T22:00:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Ceara,129,False,0,2,0,1
838086,71,Luiz Flavio De Oliveira,2022-06-08T22:00:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Atletico Paranaense,134,False,1,3,1,1
838088,71,Paulo Roberto Alves Júnior,2022-06-08T23:30:00+00:00,Estádio do Governo do Estado de Goiás,Atletico Goianiense,144,Avai,145,True,2,1,1,1
838083,71,Wilton Pereira Sampaio,2022-06-08T23:30:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Flamengo,127,True,1,0,1,0
838082,71,Leandro Vuaden,2022-06-09T00:30:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Atletico-MG,1062,True,5,3,3,2
838085,71,Ramon Abatti,2022-06-09T00:30:00+00:00,Estádio Urbano Caldeira,Santos,128,Internacional,119,,1,1,0,0
838084,71,Anderson Daronco,2022-06-09T22:00:00+00:00,Allianz Parque,Palmeiras,121,Botafogo,120,True,4,0,3,0
838090,71,Wagner do Nascimento Magalhaes,2022-06-09T23:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Sao Paulo,126,,1,1,0,1
838087,71,Bruno Arleu de Araujo,2022-06-09T23:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Goias,151,,1,1,1,0
838094,71,Ramon Abatti,2022-06-11T19:30:00+00:00,Neo Química Arena,Corinthians,131,Juventude,152,True,2,0,1,0
838092,71,Luiz Flavio De Oliveira,2022-06-11T22:00:00+00:00,Estadio Jornalista Mário Filho,Fluminense,124,Atletico Goianiense,144,False,0,2,0,2
838091,71,Marcelo de Lima Henrique,2022-06-11T22:00:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Santos,128,,1,1,1,0
838099,71,Paulo Roberto Alves Júnior,2022-06-11T22:00:00+00:00,Arena Pantanal,Cuiaba,1193,RB Bragantino,794,,1,1,1,1
838096,71,Braulio da Silva Machado,2022-06-12T00:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Flamengo,127,True,3,1,2,0
838093,71,Sávio Pereira,2022-06-12T19:00:00+00:00,Estádio Cícero Pompeu de Toledo,Sao Paulo,126,America Mineiro,125,True,1,0,1,0
838098,71,Wagner do Nascimento Magalhaes,2022-06-12T19:00:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Ceara,129,,1,1,0,1
838100,71,Leandro Vuaden,2022-06-12T21:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Palmeiras,121,False,0,2,0,1
838097,71,André Castro,2022-06-12T22:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Fortaleza EC,154,Atletico Paranaense,134,,0,0,0,0
838095,71,Flavio Rodrigues De Souza,2022-06-13T22:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Avai,145,False,0,1,0,1
838106,71,Rodolpho Toski Marques,2022-06-15T00:30:00+00:00,Estádio Alfredo Jaconi,Juventude,152,Santos,128,False,1,2,1,0
838107,71,Luiz Flavio De Oliveira,2022-06-15T22:00:00+00:00,Estádio Governador Plácido Aderaldo Castelo,Ceara,129,Atletico-MG,1062,,0,0,0,0
838103,71,Marcelo de Lima Henrique,2022-06-15T22:00:00+00:00,Estádio Nabi Abi Chedid,RB Bragantino,794,Coritiba,147,True,4,2,3,0
838102,71,Sávio Pereira,2022-06-15T23:30:00+00:00,Estadio Jornalista Mário Filho,Flamengo,127,Cuiaba,1193,True,2,0,1,0
838108,71,Caio Max Augusto Vieira,2022-06-15T23:30:00+00:00,Estádio de Hailé Pinheiro,Goias,151,Internacional,119,False,1,2,1,1
838101,71,Anderson Daronco,2022-06-16T00:30:00+00:00,Estádio Raimundo Sampaio,America Mineiro,125,Fluminense,124,,0,0,0,0
838110,71,Leandro Vuaden,2022-06-16T00:30:00+00:00,Arena da Baixada,Atletico Paranaense,134,Corinthians,131,,1,1,0,1
838105,71,Wilton Pereira Sampaio,2022-06-16T19:00:00+00:00,Estádio Nilton Santos,Botafogo,120,Sao Paulo,126,True,1,0,0,0
838104,71,Ramon Abatti,2022-06-16T21:00:00+00:00,Allianz Parque,Palmeiras,121,Atletico Goianiense,144,True,4,2,4,1
838109,71,Raphael Claus,2022-06-16T22:00:00+00:00,Estádio Aderbal Ramos da Silva,Avai,145,Fortaleza EC,154,True,3,2,2,1
838119,71,Flavio Rodrigues De Souza,2022-06-18T22:00:00+00:00,Arena Pantanal,Cuiaba,1193,Ceara,129,,0,0,0,0
838115,71,Douglas Marques das Flores,2022-06-19T00:00:00+00:00,Estádio Urbano Caldeira,Santos,128,RB Bragantino,794,,2,2,2,1
838114,71,Braulio da Silva Machado,2022-06-19T19:00:00+00:00,Neo Química Arena,Corinthians,131,Goias,151,True,1,0,1,0
838120,71,Luiz Flavio De Oliveira,2022-06-19T19:00:00+00:00,Estádio Major Antônio Couto Pereira,Coritiba,147,Atletico Paranaense,134,False,0,1,0,0
838111,71,Raphael Claus,2022-06-19T19:00:00+00:00,Estádio Governador Magalhães Pinto,Atletico-MG,1062,Flamengo,127,True,2,0,1,0
838116,71,Sávio Pereira,2022-06-19T21:00:00+00:00,Estádio José Pinheiro Borda,Internacional,119,Botafogo,120,False,2,3,2,1
