,fixture_id,team_id,team_name,shots_on_goal,shots_off_goal,total_shots,blocked_shots,shots_insidebox,shots_outsidebox,fouls,corner_kicks,offsides,ball_possession,yellow_cards,red_cards,goalkeeper_saves,total_passes,passes_accurate,passes_%,expected_goals,goals_prevented
568,1180406,1062,Atletico-MG,5,7,14,2,8,6,15,4,0.0,45%,4.0,0.0,3,368,312,85%,1.83,0.0
569,1180406,130,Gremio,4,5,14,5,7,7,7,10,1.0,55%,3.0,0.0,3,438,376,86%,1.4,0.0
570,1180651,126,Sao Paulo,5,6,13,2,7,6,8,3,1.0,47%,1.0,0.0,3,389,331,85%,1.29,-1.0
571,1180651,133,Vasco DA Gama,3,4,9,2,7,2,5,5,1.0,53%,0.0,0.0,3,432,364,84%,1.04,-1.0
572,1180652,154,Fortaleza EC,1,8,14,5,5,9,9,7,0.0,46%,1.0,2.0,4,382,307,80%,0.71,0.0
573,1180652,1062,Atletico-MG,5,9,18,4,10,8,10,3,3.0,54%,3.0,0.0,0,446,392,88%,1.37,0.0
574,1180648,127,Flamengo,5,7,19,7,11,8,15,5,3.0,60%,1.0,0.0,1,514,436,85%,1.38,1.0
575,1180648,124,Fluminense,3,3,12,6,7,5,15,1,1.0,40%,3.0,0.0,5,349,274,79%,2.1,1.0
576,1180650,131,Corinthians,8,4,14,2,9,5,9,3,0.0,61%,3.0,0.0,4,565,479,85%,1.9,-1.0
577,1180650,134,Atletico Paranaense,6,12,22,4,13,9,7,8,2.0,39%,3.0,0.0,4,338,272,80%,1.46,-1.0
578,1180653,144,Atletico Goianiense,4,7,16,5,8,8,17,8,0.0,60%,2.0,0.0,0,461,392,85%,1.12,1.0
579,1180653,1193,Cuiaba,0,2,6,4,3,3,15,4,1.0,40%,3.0,0.0,4,316,230,73%,0.67,1.0
580,1180649,120,Botafogo,7,8,25,10,17,8,12,9,1.0,74%,1.0,0.0,2,687,601,87%,2.63,2.0
581,1180649,140,Criciuma,3,3,6,0,3,3,10,1,2.0,26%,2.0,0.0,6,247,172,70%,0.28,2.0
582,1180646,135,Cruzeiro,3,7,11,1,6,5,10,5,2.0,49%,1.0,0.0,3,399,335,84%,1.11,0.0
583,1180646,118,Bahia,4,6,10,0,8,2,8,7,5.0,51%,2.0,0.0,2,422,353,84%,1.2,0.0
584,1180645,119,Internacional,6,6,18,6,12,6,14,3,1.0,64%,1.0,0.0,7,493,412,84%,1.84,0.0
585,1180645,130,Gremio,7,1,9,1,9,0,15,6,1.0,36%,3.0,0.0,5,269,181,67%,0.52,0.0
586,1180647,136,Vitoria,3,5,11,3,6,5,15,5,2.0,49%,2.0,0.0,0,392,327,83%,1.29,0.0
587,1180647,794,RB Bragantino,1,7,9,1,7,2,8,5,0.0,51%,1.0,0.0,2,406,327,81%,0.62,0.0
588,1180654,152,Juventude,6,13,25,6,16,9,15,7,1.0,53%,2.0,0.0,2,341,284,83%,2.28,0.0
589,1180654,121,Palmeiras,7,2,14,5,8,6,19,5,5.0,47%,5.0,0.0,3,328,265,81%,2.65,0.0
590,1180518,124,Fluminense,5,4,14,5,9,5,9,5,1.0,75%,2.0,0.0,2,725,652,90%,1.7,0.0
591,1180518,134,Atletico Paranaense,2,3,6,1,2,4,15,3,1.0,25%,4.0,0.0,4,238,162,68%,0.56,0.0
592,1180539,133,Vasco DA Gama,2,4,13,7,8,5,16,3,0.0,49%,2.0,0.0,2,394,310,79%,0.83,0.0
593,1180539,1193,Cuiaba,2,10,13,1,5,8,14,2,1.0,51%,1.0,0.0,1,407,329,81%,0.6,0.0
594,1180660,121,Palmeiras,6,5,16,5,10,6,9,3,0.0,60%,1.0,0.0,1,482,401,83%,3.72,0.0
595,1180660,154,Fortaleza EC,3,6,11,2,5,6,17,3,0.0,40%,5.0,0.0,4,326,245,75%,0.79,0.0
596,1180658,127,Flamengo,10,7,20,3,13,7,8,8,2.0,74%,3.0,0.0,1,618,552,89%,2.53,0.0
597,1180658,152,Juventude,3,2,5,0,5,0,14,1,1.0,26%,5.0,1.0,6,211,152,72%,0.62,0.0
598,1180655,130,Gremio,5,3,11,3,9,2,14,4,0.0,48%,2.0,0.0,4,379,323,85%,1.97,0.0
599,1180655,144,Atletico Goianiense,5,4,13,4,5,8,18,3,0.0,52%,5.0,0.0,3,396,341,86%,1.46,0.0
600,1180657,136,Vitoria,3,5,12,4,7,5,15,7,2.0,50%,4.0,0.0,4,394,339,86%,1.4,0.0
601,1180657,124,Fluminense,4,3,11,4,6,5,7,5,2.0,50%,2.0,0.0,1,426,363,85%,0.62,0.0
602,1180662,134,Atletico Paranaense,6,8,19,5,15,4,14,7,0.0,58%,0.0,0.0,0,526,465,88%,1.39,-1.0
603,1180662,135,Cruzeiro,0,2,2,0,1,1,14,1,0.0,42%,3.0,1.0,3,391,319,82%,0.12,-1.0
604,1180661,794,RB Bragantino,1,2,6,3,2,4,13,3,1.0,38%,1.0,0.0,3,275,199,72%,0.15,0.0
605,1180661,120,Botafogo,5,9,19,5,12,7,17,6,3.0,62%,1.0,0.0,1,444,359,81%,1.31,0.0
606,1180656,1062,Atletico-MG,3,4,7,0,6,1,15,3,2.0,58%,6.0,1.0,4,357,247,69%,1.13,0.0
607,1180656,119,Internacional,7,3,11,1,9,2,15,3,1.0,42%,2.0,0.0,2,256,163,64%,1.62,0.0
608,1180664,140,Criciuma,3,4,10,3,5,5,13,6,0.0,30%,2.0,0.0,2,277,213,77%,0.72,0.0
609,1180664,126,Sao Paulo,3,5,16,8,8,8,10,7,0.0,70%,0.0,0.0,2,657,583,89%,0.81,0.0
610,1180663,1193,Cuiaba,5,5,13,3,4,9,14,5,1.0,56%,5.0,0.0,2,444,381,86%,0.38,0.0
611,1180663,131,Corinthians,3,2,9,4,6,3,16,2,5.0,44%,2.0,0.0,5,354,292,82%,1.26,0.0
612,1180659,133,Vasco DA Gama,8,4,15,3,9,6,11,2,2.0,48%,3.0,0.0,5,448,372,83%,1.86,0.0
613,1180659,118,Bahia,7,4,12,1,8,4,9,4,0.0,52%,2.0,0.0,5,479,405,85%,1.91,0.0
614,1180515,119,Internacional,5,11,18,2,10,8,14,5,1.0,47%,1.0,0.0,2,395,333,84%,1.55,0.0
615,1180515,127,Flamengo,3,4,12,5,9,3,10,5,5.0,53%,4.0,0.0,3,464,391,84%,1.72,0.0
616,1180668,124,Fluminense,7,7,18,4,11,7,15,8,4.0,62%,6.0,1.0,1,558,489,88%,2.39,0.0
617,1180668,130,Gremio,4,2,7,1,4,3,14,2,0.0,38%,4.0,0.0,5,339,273,81%,1.73,0.0
618,1180671,794,RB Bragantino,4,12,18,2,12,6,8,11,0.0,68%,1.0,0.0,1,542,472,87%,1.0,0.0
619,1180671,1193,Cuiaba,1,5,7,1,5,2,11,5,0.0,32%,3.0,0.0,4,263,182,69%,0.45,0.0
620,1180672,134,Atletico Paranaense,6,11,24,7,14,10,8,9,2.0,64%,1.0,0.0,3,483,389,81%,1.05,0.0
621,1180672,136,Vitoria,5,3,11,3,6,5,13,3,0.0,36%,3.0,0.0,4,282,191,68%,1.19,0.0
622,1180674,152,Juventude,6,7,17,4,11,6,7,5,2.0,60%,3.0,0.0,1,428,358,84%,1.25,1.0
623,1180674,154,Fortaleza EC,4,3,11,4,7,4,14,3,4.0,40%,2.0,0.0,6,289,216,75%,0.92,1.0
624,1180670,131,Corinthians,4,2,6,0,4,2,18,2,1.0,42%,2.0,0.0,4,332,249,75%,0.81,0.0
625,1180670,121,Palmeiras,4,7,17,6,11,6,13,9,4.0,58%,3.0,0.0,2,449,360,80%,1.21,0.0
626,1180667,118,Bahia,6,9,24,9,16,8,13,10,0.0,52%,3.0,0.0,1,434,378,87%,1.44,1.0
627,1180667,126,Sao Paulo,4,2,9,3,3,6,16,3,1.0,48%,2.0,0.0,6,416,361,87%,1.0,1.0
628,1180665,119,Internacional,9,5,20,6,7,13,15,7,2.0,69%,1.0,0.0,4,601,532,89%,1.36,0.0
629,1180665,140,Criciuma,4,1,5,0,1,4,13,3,4.0,31%,2.0,1.0,7,270,199,74%,0.15,0.0
630,1180669,120,Botafogo,4,9,20,7,9,11,13,7,3.0,64%,0.0,0.0,3,578,531,92%,2.59,-1.0
631,1180669,133,Vasco DA Gama,3,5,11,3,8,3,8,4,0.0,36%,3.0,1.0,1,333,282,85%,0.63,-1.0
632,1180666,135,Cruzeiro,5,5,15,5,3,12,8,7,1.0,53%,2.0,0.0,1,431,362,84%,0.73,0.0
633,1180666,127,Flamengo,2,5,10,3,5,5,13,4,3.0,47%,7.0,1.0,5,394,332,84%,0.38,0.0
634,1180673,144,Atletico Goianiense,3,6,13,4,7,6,11,4,0.0,37%,2.0,0.0,5,293,214,73%,0.82,0.0
635,1180673,1062,Atletico-MG,5,5,12,2,6,6,13,7,1.0,63%,2.0,0.0,2,493,415,84%,0.66,0.0
636,1180675,119,Internacional,5,5,14,4,7,7,11,4,4.0,51%,3.0,0.0,2,481,408,85%,0.83,0.0
637,1180675,124,Fluminense,2,5,9,2,6,3,10,4,0.0,49%,1.0,0.0,3,457,373,82%,0.74,0.0
638,1180680,121,Palmeiras,14,11,33,8,17,16,14,14,5.0,63%,5.0,0.0,1,443,351,79%,2.51,2.0
639,1180680,130,Gremio,1,2,6,3,5,1,9,1,3.0,37%,3.0,0.0,14,280,187,67%,0.72,2.0
640,1180679,120,Botafogo,5,14,28,9,15,13,7,8,5.0,74%,0.0,0.0,1,647,582,90%,2.78,1.0
641,1180679,1193,Cuiaba,2,1,4,1,1,3,13,1,0.0,26%,5.0,0.0,5,238,147,62%,0.16,1.0
642,1180677,136,Vitoria,2,3,10,5,6,4,11,14,2.0,41%,4.0,0.0,5,297,230,77%,1.68,0.0
643,1180677,131,Corinthians,7,3,13,3,9,4,11,4,0.0,59%,2.0,0.0,1,460,389,85%,1.0,0.0
644,1180676,135,Cruzeiro,9,10,26,7,14,12,13,6,1.0,63%,3.0,0.0,6,590,501,85%,2.89,0.0
645,1180676,140,Criciuma,7,5,12,0,7,5,11,5,2.0,37%,4.0,0.0,7,338,257,76%,1.05,0.0
646,1180683,144,Atletico Goianiense,4,4,10,2,3,7,14,7,1.0,41%,3.0,0.0,6,317,244,77%,0.36,1.0
647,1180683,794,RB Bragantino,7,7,17,3,10,7,11,6,0.0,59%,2.0,0.0,4,455,375,82%,1.58,1.0
648,1180684,152,Juventude,8,10,20,2,11,9,11,7,3.0,39%,3.0,0.0,2,307,250,81%,2.25,0.0
649,1180684,118,Bahia,3,3,8,2,5,3,9,2,1.0,61%,1.0,0.0,6,518,441,85%,0.66,0.0
650,1180682,154,Fortaleza EC,8,3,14,3,11,3,13,5,2.0,39%,1.0,0.0,3,331,264,80%,2.05,0.0
651,1180682,133,Vasco DA Gama,2,2,4,0,1,3,11,1,3.0,61%,1.0,0.0,6,520,450,87%,0.19,0.0
652,1180681,126,Sao Paulo,3,5,10,2,7,3,5,5,3.0,78%,2.0,0.0,2,651,585,90%,1.43,-1.0
653,1180681,134,Atletico Paranaense,3,3,9,3,1,8,20,6,2.0,22%,5.0,0.0,1,177,125,71%,0.22,-1.0
654,1180678,127,Flamengo,6,10,25,9,16,9,14,7,0.0,54%,1.0,0.0,2,450,377,84%,2.06,2.0
655,1180678,1062,Atletico-MG,2,6,16,8,8,8,7,4,1.0,46%,1.0,0.0,7,388,318,82%,0.84,2.0
656,1180542,134,Atletico Paranaense,5,10,17,2,9,8,11,4,1.0,30%,2.0,0.0,3,256,184,72%,1.46,0.0
657,1180542,1062,Atletico-MG,3,7,13,3,4,9,10,3,1.0,70%,2.0,0.0,4,591,508,86%,0.42,0.0
658,1180690,131,Corinthians,9,4,13,0,11,2,13,3,1.0,45%,3.0,0.0,0,394,326,83%,2.23,0.0
659,1180690,135,Cruzeiro,2,6,8,0,3,5,15,4,1.0,55%,3.0,0.0,6,481,429,89%,0.25,0.0
660,1180692,134,Atletico Paranaense,8,3,11,0,3,8,9,6,1.0,37%,1.0,1.0,5,298,226,76%,1.99,0.0
661,1180692,144,Atletico Goianiense,6,7,20,7,10,10,8,9,1.0,63%,2.0,0.0,6,496,428,86%,1.18,0.0
662,1180694,140,Criciuma,1,8,13,4,7,6,11,6,2.0,49%,1.0,1.0,2,408,339,83%,0.75,0.0
663,1180694,136,Vitoria,3,8,14,3,7,7,18,5,3.0,51%,3.0,0.0,2,433,371,86%,0.95,0.0
664,1180691,794,RB Bragantino,5,11,18,2,12,6,16,1,0.0,43%,3.0,0.0,1,336,274,82%,1.92,0.0
665,1180691,126,Sao Paulo,2,4,10,4,5,5,12,1,0.0,57%,2.0,0.0,4,443,373,84%,0.5,0.0
666,1180687,118,Bahia,5,9,17,3,11,6,15,4,3.0,58%,1.0,0.0,1,478,397,83%,1.7,0.0
667,1180687,121,Palmeiras,2,2,11,7,6,5,14,5,4.0,42%,1.0,0.0,4,335,266,79%,0.43,0.0
668,1180685,130,Gremio,4,6,11,1,7,4,17,5,1.0,56%,3.0,0.0,3,458,389,85%,0.63,-1.0
669,1180685,152,Juventude,5,4,11,2,7,4,16,4,0.0,44%,4.0,0.0,2,355,275,77%,1.53,-1.0
670,1180693,1193,Cuiaba,3,2,5,0,2,3,6,4,1.0,37%,1.0,0.0,5,293,226,77%,0.39,0.0
671,1180693,127,Flamengo,7,8,19,4,9,10,10,10,2.0,63%,2.0,0.0,2,513,456,89%,1.97,0.0
672,1180686,1062,Atletico-MG,0,2,3,1,0,3,9,1,3.0,30%,7.0,1.0,4,233,165,71%,0.09,0.0
673,1180686,120,Botafogo,4,14,27,9,12,15,11,10,0.0,70%,2.0,1.0,0,526,460,87%,2.11,0.0
674,1180689,133,Vasco DA Gama,2,6,12,4,8,4,8,8,5.0,49%,1.0,0.0,6,407,326,80%,1.09,0.0
675,1180689,119,Internacional,7,5,16,4,3,13,10,3,0.0,51%,0.0,0.0,0,438,358,82%,1.26,0.0
676,1180688,124,Fluminense,5,2,10,3,6,4,9,8,1.0,74%,1.0,0.0,3,678,616,91%,0.96,0.0
677,1180688,154,Fortaleza EC,5,4,11,2,6,5,11,3,2.0,26%,3.0,0.0,3,233,182,78%,1.16,0.0
678,1180699,120,Botafogo,9,8,26,9,20,6,10,10,1.0,73%,3.0,1.0,3,650,564,87%,1.82,0.0
679,1180699,136,Vitoria,4,5,10,1,2,8,7,0,1.0,27%,4.0,0.0,9,254,177,70%,0.5,0.0
680,1180703,144,Atletico Goianiense,2,4,9,3,4,5,16,4,1.0,55%,3.0,0.0,2,462,387,84%,0.24,0.0
681,1180703,121,Palmeiras,3,6,10,1,5,5,14,2,0.0,45%,2.0,0.0,2,389,307,79%,0.76,0.0
682,1180704,152,Juventude,4,11,19,4,11,8,9,6,2.0,60%,0.0,0.0,0,500,423,85%,1.25,0.0
683,1180704,1193,Cuiaba,1,4,7,2,4,3,7,5,1.0,40%,3.0,0.0,3,340,262,77%,0.54,0.0
684,1180701,126,Sao Paulo,4,7,13,2,6,7,11,7,0.0,54%,3.0,0.0,1,554,481,87%,0.97,0.0
685,1180701,1062,Atletico-MG,3,0,3,0,2,1,11,1,0.0,46%,5.0,1.0,3,486,409,84%,1.03,0.0
686,1180697,118,Bahia,8,12,25,5,17,8,7,11,1.0,74%,1.0,0.0,2,645,596,92%,2.21,1.0
687,1180697,134,Atletico Paranaense,3,2,6,1,5,1,13,1,4.0,26%,2.0,0.0,7,240,170,71%,0.81,1.0
688,1180695,119,Internacional,7,4,16,5,11,5,16,8,1.0,55%,2.0,0.0,0,415,346,83%,3.01,-1.0
689,1180695,794,RB Bragantino,1,3,5,1,4,1,12,4,1.0,45%,1.0,0.0,3,349,275,79%,0.3,-1.0
690,1180700,131,Corinthians,8,10,23,5,14,9,8,7,1.0,60%,1.0,0.0,1,494,441,89%,1.2,-1.0
691,1180700,133,Vasco DA Gama,2,3,8,3,2,6,14,6,0.0,40%,4.0,0.0,5,337,269,80%,0.27,-1.0
692,1180698,124,Fluminense,3,10,19,6,9,10,6,9,2.0,64%,1.0,0.0,3,589,525,89%,1.05,0.0
693,1180698,140,Criciuma,3,5,10,2,6,4,15,4,2.0,36%,2.0,0.0,3,334,258,77%,0.97,0.0
694,1180702,154,Fortaleza EC,1,4,7,2,4,3,16,5,1.0,39%,2.0,0.0,4,312,246,79%,0.22,0.0
695,1180702,127,Flamengo,4,5,16,7,10,6,14,5,1.0,61%,4.0,1.0,1,517,437,85%,1.32,0.0
696,1180710,121,Palmeiras,5,8,19,6,11,8,9,5,0.0,55%,2.0,1.0,4,385,311,81%,1.54,0.0
697,1180710,120,Botafogo,7,2,13,4,7,6,16,7,1.0,45%,4.0,0.0,5,326,250,77%,1.3,0.0
698,1180706,1062,Atletico-MG,6,10,21,5,18,3,13,9,0.0,64%,1.0,0.0,4,531,464,87%,2.96,0.0
699,1180706,152,Juventude,7,4,13,2,8,5,8,5,2.0,36%,0.0,0.0,3,300,217,72%,1.09,0.0
700,1180696,135,Cruzeiro,3,10,19,6,12,7,16,5,2.0,61%,2.0,0.0,3,571,499,87%,1.55,0.0
701,1180696,130,Gremio,4,3,9,2,6,3,6,1,2.0,39%,1.0,0.0,2,379,314,83%,0.75,0.0
702,1180714,140,Criciuma,4,4,12,4,6,6,10,3,2.0,38%,2.0,0.0,7,338,267,79%,0.68,0.0
703,1180714,131,Corinthians,11,4,19,4,11,8,8,7,3.0,62%,3.0,0.0,2,583,515,88%,2.32,0.0
704,1180713,1193,Cuiaba,2,7,11,2,7,4,9,3,5.0,44%,4.0,0.0,1,403,344,85%,1.6,0.0
705,1180713,118,Bahia,3,5,11,3,6,5,8,3,1.0,56%,1.0,0.0,0,511,461,90%,1.0,0.0
706,1180709,133,Vasco DA Gama,7,7,16,2,8,8,9,5,1.0,61%,2.0,0.0,3,573,505,88%,1.02,-1.0
707,1180709,144,Atletico Goianiense,6,5,12,1,8,4,10,3,3.0,39%,3.0,1.0,5,384,310,81%,1.23,-1.0
708,1180708,127,Flamengo,10,5,17,2,12,5,14,6,4.0,56%,2.0,0.0,4,441,376,85%,2.59,0.0
709,1180708,119,Internacional,6,4,13,3,9,4,12,4,2.0,44%,2.0,0.0,7,343,277,81%,1.17,0.0
710,1180705,130,Gremio,8,2,16,6,14,2,11,10,2.0,38%,1.0,0.0,1,302,243,80%,1.71,0.0
711,1180705,126,Sao Paulo,2,3,7,2,4,3,7,6,2.0,62%,1.0,0.0,6,498,446,90%,0.23,0.0
712,1180712,134,Atletico Paranaense,4,10,16,2,10,6,10,3,0.0,29%,1.0,1.0,3,244,185,76%,1.17,0.0
713,1180712,124,Fluminense,4,3,15,8,10,5,10,8,2.0,71%,2.0,1.0,3,609,539,89%,1.45,0.0
714,1180707,136,Vitoria,8,4,19,7,15,4,13,7,1.0,29%,4.0,0.0,2,221,179,81%,2.74,1.0
715,1180707,154,Fortaleza EC,2,2,11,7,3,8,10,8,0.0,71%,3.0,0.0,6,552,493,89%,0.59,1.0
716,1180711,794,RB Bragantino,2,4,7,1,4,3,11,6,0.0,33%,2.0,0.0,1,300,224,75%,0.37,0.0
717,1180711,135,Cruzeiro,2,9,22,11,11,11,14,10,0.0,67%,2.0,0.0,1,612,560,92%,0.94,0.0
718,1180720,131,Corinthians,7,7,18,4,14,4,12,7,3.0,52%,2.0,0.0,2,517,465,90%,1.78,-1.0
719,1180720,118,Bahia,2,7,12,3,8,4,13,4,1.0,48%,4.0,0.0,4,472,419,89%,0.35,-1.0
720,1180719,133,Vasco DA Gama,4,6,11,1,7,4,20,3,0.0,58%,4.0,0.0,3,442,380,86%,1.32,0.0
721,1180719,1062,Atletico-MG,3,3,11,5,5,6,13,6,2.0,42%,2.0,0.0,2,317,271,85%,0.64,0.0
722,1180721,126,Sao Paulo,2,5,10,3,7,3,9,12,2.0,70%,0.0,0.0,5,604,543,90%,0.5,0.0
723,1180721,152,Juventude,7,4,13,2,6,7,15,2,0.0,30%,2.0,0.0,1,267,207,78%,1.1,0.0
724,1180717,136,Vitoria,5,10,25,10,12,13,13,7,3.0,49%,1.0,0.0,1,439,377,86%,1.49,0.0
725,1180717,130,Gremio,2,4,7,1,4,3,10,1,0.0,51%,2.0,0.0,4,487,410,84%,0.64,0.0
726,1180724,140,Criciuma,4,6,16,6,8,8,16,7,1.0,38%,1.0,0.0,4,368,297,81%,0.8,0.0
727,1180724,127,Flamengo,7,2,12,3,8,4,6,3,0.0,62%,0.0,0.0,4,632,554,88%,1.61,0.0
728,1180715,119,Internacional,6,6,14,2,8,6,9,10,0.0,67%,5.0,0.0,0,508,427,84%,0.84,1.0
729,1180715,120,Botafogo,1,1,2,0,0,2,12,1,5.0,33%,1.0,0.0,6,266,184,69%,0.08,1.0
730,1180716,135,Cruzeiro,3,5,9,1,5,4,14,7,1.0,46%,3.0,0.0,9,414,351,85%,0.62,0.0
731,1180716,121,Palmeiras,12,10,31,9,19,12,13,6,0.0,54%,1.0,0.0,2,486,426,88%,2.97,0.0
732,1180723,144,Atletico Goianiense,9,7,26,10,13,13,13,5,2.0,56%,4.0,0.0,3,465,397,85%,1.28,0.0
733,1180723,154,Fortaleza EC,4,2,12,6,8,4,16,3,0.0,44%,3.0,0.0,5,372,299,80%,1.57,0.0
734,1180718,124,Fluminense,6,12,24,6,11,13,14,10,1.0,58%,3.0,0.0,3,499,440,88%,1.88,1.0
735,1180718,1193,Cuiaba,3,0,3,0,0,3,9,3,1.0,42%,4.0,0.0,5,369,299,81%,0.05,1.0
736,1180722,134,Atletico Paranaense,7,6,22,9,8,14,14,6,0.0,55%,1.0,0.0,2,383,293,77%,1.87,1.0
737,1180722,794,RB Bragantino,4,7,13,2,6,7,15,4,1.0,45%,5.0,0.0,6,333,257,77%,0.83,1.0
738,1180727,118,Bahia,5,6,17,6,13,4,15,4,2.0,48%,3.0,0.0,2,312,248,79%,2.98,0.0
739,1180727,144,Atletico Goianiense,2,7,13,4,5,8,11,5,2.0,52%,1.0,0.0,3,337,276,82%,0.36,0.0
740,1180729,120,Botafogo,8,8,17,1,10,7,8,3,1.0,46%,0.0,0.0,0,504,466,92%,1.88,0.0
741,1180729,126,Sao Paulo,1,3,5,1,1,4,3,0,0.0,54%,0.0,0.0,5,600,544,91%,0.32,0.0
742,1180730,121,Palmeiras,3,7,11,1,4,7,14,11,2.0,58%,2.0,0.0,4,401,318,79%,0.42,0.0
743,1180730,124,Fluminense,5,2,7,0,4,3,11,2,0.0,42%,5.0,0.0,3,312,215,69%,0.56,0.0
744,1180728,127,Flamengo,4,8,23,11,15,8,7,6,0.0,68%,0.0,0.0,3,621,554,89%,1.92,0.0
745,1180728,136,Vitoria,5,5,12,2,5,7,8,4,2.0,32%,2.0,0.0,2,290,227,78%,0.96,0.0
746,1180725,130,Gremio,4,7,17,6,12,5,11,6,0.0,35%,2.0,1.0,3,274,222,81%,0.66,1.0
747,1180725,131,Corinthians,6,9,19,4,9,10,14,7,1.0,65%,3.0,1.0,5,535,484,90%,1.98,1.0
748,1180734,152,Juventude,7,7,21,7,13,8,13,8,0.0,50%,3.0,2.0,0,351,299,85%,1.42,1.0
749,1180734,135,Cruzeiro,1,5,8,2,5,3,13,1,3.0,50%,4.0,1.0,7,375,310,83%,0.35,1.0
750,1180732,154,Fortaleza EC,5,2,10,3,7,3,8,4,4.0,37%,1.0,0.0,1,292,217,74%,1.24,-1.0
751,1180732,119,Internacional,1,6,11,4,5,6,13,3,2.0,63%,2.0,0.0,2,497,420,85%,1.18,-1.0
752,1180731,794,RB Bragantino,8,4,18,6,13,5,9,6,0.0,48%,1.0,0.0,3,292,241,83%,2.9,0.0
753,1180731,140,Criciuma,4,2,7,1,6,1,13,8,0.0,52%,3.0,0.0,3,324,261,81%,0.34,0.0
754,1180726,1062,Atletico-MG,7,4,14,3,5,9,12,5,0.0,62%,3.0,0.0,4,444,383,86%,1.37,1.0
755,1180726,134,Atletico Paranaense,4,2,7,1,3,4,16,4,2.0,38%,3.0,0.0,6,262,191,73%,0.39,1.0
756,1180733,1193,Cuiaba,4,4,11,3,7,4,15,2,0.0,33%,0.0,0.0,2,317,262,83%,1.95,0.0
757,1180733,133,Vasco DA Gama,4,4,11,3,8,3,8,5,2.0,67%,1.0,0.0,3,661,608,92%,1.15,0.0
